gene_callers_id	KO_ID	function	sample	coverage	detection
210469	K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	St2_S13B	350.69878787878787	1
210469	K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	St2_S13M	96.53939393939396	0.5172727272727272
1295786	K10945	methane/ammonia monooxygenase subunit B	St2_S13B	643.2676282051282	1
1295786	K10945	methane/ammonia monooxygenase subunit B	St2_S13M	827.775641025641	1
1931631	K10946	methane/ammonia monooxygenase subunit C	St2_S13B	68.43665436654366	1
1931631	K10946	methane/ammonia monooxygenase subunit C	St2_S13M	4.981549815498155	0.28044280442804426
719725	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13B	26.3463687150838	0.9981378026070764
719725	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13M	0	0
680720	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13B	7101.694687682429	1
680720	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13M	4701.813193228255	1
1270286	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13B	5727.326565143824	1
1270286	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13M	7407.02538071066	0.9983079526226736
599583	K10946	methane/ammonia monooxygenase subunit C	St2_S13B	12.661354581673306	1
599583	K10946	methane/ammonia monooxygenase subunit C	St2_S13M	5.932270916334661	0.2536520584329349
715175	K10946	methane/ammonia monooxygenase subunit C	St2_S13B	222.42735042735043	1
715175	K10946	methane/ammonia monooxygenase subunit C	St2_S13M	61.775335775335776	0.4737484737484738
715173	K10945	methane/ammonia monooxygenase subunit B	St2_S13B	72.23924731182795	0.9973118279569892
715173	K10945	methane/ammonia monooxygenase subunit B	St2_S13M	2.3870967741935485	0.1989247311827957
715174	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St2_S13B	100.280385078219	1
715174	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St2_S13M	0.36101083032490977	0.03008423586040914
1850275	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13B	7.916666666666667	1
1850275	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13M	0.6343283582089553	0.10572139303482588
2183320	K10945	methane/ammonia monooxygenase subunit B	St2_S13B	466.5961319681456	1
2183320	K10945	methane/ammonia monooxygenase subunit B	St2_S13M	96.51990898748578	0.5858930602957907
1746759	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13B	23.531697341513297	0.9979550102249488
1746759	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13M	0	0
2362307	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13B	710.1470588235294	1
2362307	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13M	542.3333333333334	0.996078431372549
1014350	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St2_S13B	121.0508607198748	1
1014350	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St2_S13M	0	0
63339	K10945	methane/ammonia monooxygenase subunit B	St2_S13B	196.43650793650792	1
63339	K10945	methane/ammonia monooxygenase subunit B	St2_S13M	37.91865079365079	0.5515873015873016
157045	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13B	18.787570621468927	1
157045	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13M	15.093785310734464	0.2542372881355932
985890	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13B	47.27218934911242	0.970414201183432
985890	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St2_S13M	0	0
144205	K10946	methane/ammonia monooxygenase subunit C	St2_S13B	2917.5270506108204	1
144205	K10946	methane/ammonia monooxygenase subunit C	St2_S13M	2119.930191972077	0.9930191972076788
2562567	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13B	21.102914389799636	1
2562567	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St2_S13M	0	0
85316	K10946	methane/ammonia monooxygenase subunit C	St2_S13B	3427.4137931034484	1
85316	K10946	methane/ammonia monooxygenase subunit C	St2_S13M	1998.5402298850577	1
918349	K10945	methane/ammonia monooxygenase subunit B	St2_S13B	1490.8766233766237	1
918349	K10945	methane/ammonia monooxygenase subunit B	St2_S13M	892.3008658008658	1
