gene_callers_id	KO_ID	function	sample	coverage	detection
707695	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	12.557471264367816	0.4568965517241379
1562016	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	3.981981981981982	0.8626126126126126
1562016	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	13.326576576576576	0.9166666666666666
1562016	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	2.454954954954955	0.24549549549549549
1709903	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	105.22755227552275	1
1709903	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	88.92373923739237	0.9052890528905287
1709903	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	34.8610086100861	0.4907749077490775
1796751	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	7.110032362459547	0.8592233009708737
1796751	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	7.941747572815534	0.7928802588996764
1796751	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	0	0
895831	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	49445.2245210728	1
895831	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	52866.89195402299	1
895831	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	44637.372413793106	1
249503	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	3.6238938053097343	0.8731563421828908
249503	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	5.741887905604719	0.7286135693215339
249503	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	0	0
273762	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	63474.36571428571	1
273762	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	64153.93142857143	1
273762	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	47215.85333333333	1
1993161	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	46.0843137254902	0.9666666666666668
1993161	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	53.02745098039216	0.9725490196078432
1993161	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	6.456862745098039	0.5490196078431373
176550	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	5493.954212454212	1
176550	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	7101.520146520146	1
176550	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	1043.0970695970695	1
888296	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	40.101851851851855	1
888296	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	45.632407407407406	1
888296	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	5.362962962962963	0.3712962962962963
1180783	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	58.3543990086741	0.980173482032218
1180783	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	37.62577447335811	0.9838909541511772
1180783	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	11.028500619578686	0.31226765799256506
1180782	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	74.71338083927158	1
1180782	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	82.59540775930324	1
1180782	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	21.517814726840857	0.5605700712589073
1719329	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	137.4716049382716	0.925925925925926
1719329	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	140.70987654320987	1
1719329	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	60.04197530864197	0.8209876543209876
1315075	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	18.87745098039216	1
1315075	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	39.65196078431372	1
1315075	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	11.867647058823527	0.4791666666666667
1315076	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	6.451612903225806	0.8844086021505376
1315076	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	6.935483870967742	0.7311827956989247
1315076	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	0	0
516928	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	14.622467771639045	0.8895027624309392
516928	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	4.139963167587477	0.47697974217311234
516928	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	0	0
1185346	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	28.957918050941306	0.9966777408637874
1185346	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	5.829457364341085	0.4839424141749723
1185346	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	7.43078626799557	0.4496124031007752
771826	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	23.08286252354049	0.9397363465160076
771826	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	12.779661016949152	0.8531073446327684
771826	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	25.704331450094163	0.5386064030131826
894284	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	523.0258215962441	1
894284	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	645.8184663536776	1
894284	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	215.07511737089203	0.9960876369327074
1006041	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	304.2677304964539	1
1006041	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	454.1223404255319	1
1006041	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	43.9468085106383	0.99822695035461
215038	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	29.36543209876543	1
215038	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	16.460493827160494	0.9012345679012346
215038	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	7.027160493827161	0.24074074074074073
1814075	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	69.73137254901961	1
1814075	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	164.8156862745098	1
1814075	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	0	0
772281	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	103.08018867924528	1
772281	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	109.48899371069184	0.9937106918238994
772281	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	10.528301886792454	0.4827044025157233
1787639	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	9.673789173789174	0.7044159544159544
1787639	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	18.67165242165242	0.97435897435897445
1787639	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	17.903133903133902	0.51994301994302
206835	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	15660.941314553991	1
206835	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	17727.38145539906	1
206835	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	5987.890845070423	1
815415	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	0.7501618122977346	0.29385113268608415
815415	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	9.272491909385112	0.8822006472491909
815415	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	26.97346278317152	0.6957928802588996
1655835	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	3636.45015576324	1
1655835	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	5883.671339563863	1
1655835	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	736.1308411214953	0.9080996884735204
742644	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	691.1525821596244	1
742644	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	522.5735524256651	1
742644	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	229.55790297339593	1
742645	K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	878.6660889659156	1
742645	K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	1009.9220103986136	1
742645	K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	251.11669555170425	1
87959	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	10915.162983425414	1
87959	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	11415.024861878454	1
87959	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	4717.441068139963	1
918176	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	37183.870573870576	1
918176	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	25202.452991452992	1
918176	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	8505.481074481075	1
1344640	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4B	13.29934640522876	0.8745098039215686
1344640	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4M	7.3241830065359474	0.8117647058823529
1344640	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4S	3.6366013071895424	0.13986928104575164
1215016	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4B	372.3800350262697	1
1215016	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4M	305.58493870402805	1
1215016	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4S	80.7606538237011	1
941749	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	38.1338199513382	0.8333333333333334
941749	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	27.693430656934307	0.7019464720194647
941749	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	5.357664233576642	0.3150851581508516
882932	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	14.216117216117215	0.9945054945054944
882932	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	18.08974358974359	0.7142857142857143
882932	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	8.263736263736265	0.27472527472527475
1659333	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	22.624595469255663	1
1659333	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	26.96925566343042	1
1659333	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	9.072815533980584	0.47249190938511326
1559295	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	656.8691588785047	1
1559295	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	723.2040498442368	1
1559295	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	112.33021806853584	0.8847352024922118
326316	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	129.5669099756691	1
326316	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	115.11192214111922	1
326316	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	80.38442822384428	0.9367396593673966
432357	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	48258.404896421845	1
432357	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	51521.25612052731	1
432357	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	13199.934086629002	1
142769	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	57460.45438596491	1
142769	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	62394.81578947369	1
142769	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	11576.72807017544	1
1796673	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	62698.995391705066	1
1796673	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	63902.78494623656	1
1796673	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	24831.929339477727	0.9923195084485408
1511663	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	8.947546531302876	0.9052453468697124
1511663	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	4.761421319796955	0.8663282571912013
1511663	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	2.6700507614213196	0.22504230118443316
1359363	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	20.272357723577237	0.9532520325203252
1359363	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	20.03048780487805	0.9329268292682928
1359363	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	0	0
691166	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	165.5046197583511	1
691166	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	334.5195451314854	1
691166	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	13.31769722814499	0.6105188343994314
144516	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	55.76307692307692	1
144516	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	69.10358974358974	0.8974358974358975
144516	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	41.323076923076925	0.6697435897435897
500736	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4B	81.91531531531531	0.9495495495495496
500736	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4M	20.01801801801802	0.9369369369369368
500736	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	St1_S4S	0.34774774774774775	0.15675675675675677
98859	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	457.6111111111111	1
98859	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	567.8853046594982	1
98859	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	87.53584229390681	0.9731182795698924
524372	K10945	methane/ammonia monooxygenase subunit B	St1_S4B	37.02311111111111	1
524372	K10945	methane/ammonia monooxygenase subunit B	St1_S4M	32.66577777777778	0.9928888888888888
524372	K10945	methane/ammonia monooxygenase subunit B	St1_S4S	23.84888888888889	0.8293333333333334
413792	K10946	methane/ammonia monooxygenase subunit C	St1_S4B	12.320075757575758	0.9981060606060606
413792	K10946	methane/ammonia monooxygenase subunit C	St1_S4M	27.19128787878788	1
413792	K10946	methane/ammonia monooxygenase subunit C	St1_S4S	0	0
700737	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	2478.6865942028985	1
700737	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	2384.1485507246375	1
700737	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	1253.8170289855072	0.7047101449275363
1768944	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4B	17.484848484848484	0.9567099567099568
1768944	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4M	23.76082251082251	0.8928571428571429
1768944	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	St1_S4S	9.74025974025974	0.22077922077922077
1348289	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4B	19.225225225225227	0.9495495495495496
1348289	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4M	17.71171171171171	0.954954954954955
1348289	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	St1_S4S	3.4054054054054053	0.12162162162162164
1363937	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4B	10.211858279103398	0.8532176428054953
1363937	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4M	3.342010122921186	0.3665943600867679
1363937	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	St1_S4S	16.68112798264642	0.5748373101952278
